squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Sassuolo,SerieA,Andrea Consigli,it ITA,GK,33-339,1987,13.0,13.0,1170.0,17.0,1.31,61.0,46.0,0.754,7.0,4.0,2.0,4.0,30.8,2.0,2.0,0.0,0.0,13.0,0.0,1.0,1.0,17.5,0.26,1.5,0.11,75.0,156.0,48.1,362.0,58.0,35.1,31.7,95.0,30.5,28.4,125.0,9.0,7.2,8.0,0.62,15.2,2020/2021
Sassuolo,SerieA,Gianluca Pegolo,it ITA,GK,39-281,1981,1.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,1.0,0.0,13.0,2.0,7.7,18.5,8.0,0.0,13.6,4.0,0.0,0.0,0.0,0.0,14.5,2020/2021
Sassuolo,SerieA,Andrea Consigli,it ITA,GK,32,1987,31.0,31.0,2790.0,55.0,1.77,140.0,93.0,0.657,12.0,5.0,14.0,5.0,16.1,8.0,7.0,1.0,0.0,31.0,1.0,9.0,3.0,49.7,0.32,-2.3,-0.07,141.0,339.0,41.6,789.0,136.0,34.2,32.7,206.0,33.5,29.9,291.0,25.0,8.6,20.0,0.65,14.9,2019/2020
Sassuolo,SerieA,Gianluca Pegolo,it ITA,GK,38,1981,5.0,5.0,450.0,4.0,0.8,26.0,23.0,0.846,2.0,2.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.9,0.23,2.9,0.58,15.0,39.0,38.5,122.0,24.0,24.6,26.9,36.0,25.0,22.7,37.0,1.0,2.7,1.0,0.2,11.5,2019/2020
Sassuolo,SerieA,Stefano Turati,it ITA,GK,0,0,2.0,2.0,180.0,4.0,2.0,11.0,8.0,0.727,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.8,0.26,-0.2,-0.08,4.0,12.0,33.3,37.0,9.0,24.3,26.9,14.0,21.4,25.6,20.0,2.0,10.0,2.0,1.0,18.2,2019/2020
Sassuolo,SerieA,Andrea Consigli,it ITA,GK,31,1987,36.0,36.0,3213.0,57.0,1.6,144.0,94.0,0.632,9.0,15.0,12.0,12.0,33.3,8.0,4.0,3.0,1.0,35.7,0.0,11.0,2.0,48.4,0.31,-5.6,-0.16,225.0,524.0,42.9,890.0,161.0,43.0,36.7,282.0,50.0,40.7,369.0,24.0,6.5,18.0,0.5,14.1,2018/2019
Sassuolo,SerieA,Gianluca Pegolo,it ITA,GK,37,1981,3.0,2.0,202.0,4.0,1.78,12.0,8.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,2.0,0.0,3.8,0.36,-0.2,-0.09,19.0,45.0,42.2,44.0,9.0,50.0,39.1,29.0,79.3,50.2,13.0,0.0,0.0,0.0,0.0,9.6,2018/2019
Sassuolo,SerieA,Andrea Consigli,it ITA,GK,30,1987,37.0,37.0,3316.0,58.0,1.57,172.0,117.0,0.674,11.0,10.0,16.0,10.0,27.0,3.0,2.0,1.0,0.0,36.8,3.0,10.0,1.0,52.2,0.29,-4.8,-0.13,283.0,620.0,45.6,782.0,160.0,53.2,43.2,262.0,77.9,52.5,411.0,36.0,8.8,19.0,0.52,13.3,2017/2018
Sassuolo,SerieA,Gianluca Pegolo,it ITA,GK,36,1981,2.0,1.0,104.0,1.0,0.87,5.0,5.0,0.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.0,0.7,0.15,0.7,0.65,5.0,26.0,19.2,27.0,7.0,66.7,42.7,11.0,72.7,48.9,14.0,0.0,0.0,0.0,0.0,11.0,2017/2018
Genoa,SerieA,Federico Marchetti,it ITA,GK,37-328,1983,2.0,2.0,154.0,6.0,3.51,11.0,5.0,0.455,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,3.7,0.34,-2.3,-1.34,12.0,23.0,52.2,37.0,7.0,35.1,35.6,15.0,66.7,44.1,19.0,0.0,0.0,1.0,0.58,17.3,2020/2021
Genoa,SerieA,Alberto Paleari,it ITA,GK,28-124,1992,2.0,1.0,116.0,3.0,2.33,8.0,4.0,0.625,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.6,0.36,-0.4,-0.3,7.0,25.0,28.0,34.0,5.0,64.7,45.3,10.0,30.0,30.5,8.0,0.0,0.0,0.0,0.0,11.7,2020/2021
Genoa,SerieA,Mattia Perin,it ITA,GK,28-051,1992,11.0,11.0,989.0,18.0,1.64,50.0,34.0,0.7,2.0,3.0,6.0,1.0,9.1,3.0,3.0,0.0,0.0,11.0,0.0,4.0,1.0,15.7,0.27,-1.3,-0.11,93.0,219.0,42.5,318.0,45.0,56.3,41.1,92.0,43.5,36.2,110.0,4.0,3.6,3.0,0.27,12.8,2020/2021
Genoa,SerieA,Mattia Perin,it ITA,GK,26,1992,21.0,21.0,1890.0,38.0,1.81,99.0,63.0,0.626,8.0,4.0,9.0,5.0,23.8,2.0,1.0,0.0,1.0,21.0,1.0,4.0,1.0,37.1,0.36,0.1,0.0,146.0,408.0,35.8,546.0,93.0,56.8,44.6,189.0,51.9,44.1,213.0,11.0,5.2,8.0,0.38,12.3,2019/2020
Genoa,SerieA,Ionuț Radu,ro ROU,GK,22,1997,17.0,17.0,1530.0,35.0,2.06,89.0,61.0,0.674,2.0,5.0,10.0,2.0,11.8,7.0,6.0,0.0,1.0,17.0,2.0,4.0,1.0,32.0,0.3,-2.0,-0.12,89.0,206.0,43.2,506.0,85.0,35.0,34.2,153.0,19.0,27.9,179.0,9.0,5.0,4.0,0.24,11.5,2019/2020
Genoa,SerieA,Jandrei,br BRA,GK,25,1993,1.0,1.0,90.0,1.0,1.0,2.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8,0.45,-0.2,-0.24,11.0,21.0,52.4,25.0,3.0,68.0,47.6,6.0,66.7,56.0,4.0,0.0,0.0,2.0,2.0,23.6,2018/2019
Genoa,SerieA,Federico Marchetti,it ITA,GK,35,1983,4.0,4.0,360.0,10.0,2.5,19.0,10.0,0.474,2.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,5.9,0.33,-3.1,-0.78,28.0,59.0,47.5,77.0,10.0,46.8,39.7,35.0,65.7,54.6,36.0,1.0,2.8,2.0,0.5,13.2,2018/2019
Genoa,SerieA,Ionuț Radu,ro ROU,GK,21,1997,33.0,33.0,2970.0,47.0,1.42,142.0,102.0,0.7040000000000001,6.0,14.0,13.0,6.0,18.2,6.0,5.0,1.0,0.0,33.0,0.0,8.0,1.0,48.6,0.31,3.6,0.11,236.0,727.0,32.5,661.0,101.0,68.7,52.9,298.0,91.6,66.4,345.0,22.0,6.4,13.0,0.39,13.1,2018/2019
Genoa,SerieA,Eugenio Lamanna,it ITA,GK,27,1989,1.0,1.0,90.0,1.0,1.0,3.0,2.0,0.667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6,0.54,0.6,0.62,7.0,16.0,43.8,16.0,1.0,56.3,47.3,9.0,77.8,55.3,11.0,0.0,0.0,0.0,0.0,13.5,2017/2018
Genoa,SerieA,Mattia Perin,it ITA,GK,24,1992,37.0,37.0,3330.0,42.0,1.14,167.0,131.0,0.772,11.0,8.0,18.0,12.0,32.4,4.0,4.0,0.0,0.0,37.0,1.0,2.0,2.0,43.5,0.24,3.5,0.09,323.0,791.0,40.8,874.0,114.0,58.0,43.9,319.0,89.0,60.2,365.0,21.0,5.8,20.0,0.54,13.9,2017/2018
Napoli,SerieA,Alex Meret,it ITA,GK,23-284,1997,6.0,6.0,540.0,6.0,1.0,17.0,11.0,0.647,4.0,1.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,5.7,0.33,-0.3,-0.06,6.0,13.0,46.2,155.0,31.0,7.7,22.9,25.0,4.0,17.8,34.0,5.0,14.7,1.0,0.17,10.9,2020/2021
Napoli,SerieA,David Ospina,co COL,GK,32-122,1988,7.0,7.0,630.0,6.0,0.86,16.0,12.0,0.75,4.0,0.0,3.0,3.0,42.9,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,4.5,0.17,-1.5,-0.21,34.0,65.0,52.3,189.0,18.0,32.3,33.5,22.0,18.2,25.5,39.0,7.0,17.9,8.0,1.14,18.4,2020/2021
Napoli,SerieA,Alex Meret,it ITA,GK,22,1997,22.0,21.0,1951.0,33.0,1.52,76.0,46.0,0.632,9.0,5.0,7.0,3.0,14.3,6.0,5.0,1.0,0.0,21.7,0.0,3.0,1.0,27.7,0.29,-4.3,-0.2,49.0,133.0,36.8,464.0,85.0,23.7,28.1,137.0,16.8,24.4,153.0,8.0,5.2,6.0,0.28,12.1,2019/2020
Napoli,SerieA,David Ospina,co COL,GK,30,1988,17.0,17.0,1469.0,17.0,1.04,53.0,36.0,0.7170000000000001,9.0,3.0,5.0,4.0,23.5,2.0,2.0,0.0,0.0,16.3,1.0,2.0,0.0,18.0,0.31,1.0,0.06,54.0,109.0,49.5,383.0,58.0,23.5,28.3,84.0,22.6,24.1,127.0,11.0,8.7,9.0,0.55,14.0,2019/2020
Napoli,SerieA,Orestis Karnezis,gr GRE,GK,33,1985,9.0,9.0,810.0,7.0,0.78,25.0,19.0,0.76,6.0,2.0,1.0,4.0,44.4,1.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,8.3,0.3,1.3,0.15,33.0,102.0,32.4,178.0,34.0,37.6,34.3,57.0,61.4,49.9,66.0,3.0,4.5,1.0,0.11,11.7,2018/2019
Napoli,SerieA,Alex Meret,it ITA,GK,21,1997,14.0,13.0,1150.0,9.0,0.7,47.0,40.0,0.851,9.0,1.0,3.0,5.0,38.5,2.0,2.0,0.0,0.0,12.8,0.0,1.0,0.0,11.3,0.2,2.3,0.18,36.0,124.0,29.0,253.0,46.0,30.0,32.3,101.0,47.5,42.2,114.0,7.0,6.1,6.0,0.47,15.3,2018/2019
Napoli,SerieA,David Ospina,co COL,GK,29,1988,17.0,16.0,1457.0,20.0,1.24,63.0,44.0,0.698,9.0,4.0,3.0,5.0,31.3,1.0,1.0,0.0,0.0,16.2,1.0,3.0,0.0,16.6,0.25,-3.4,-0.21,61.0,158.0,38.6,343.0,69.0,30.6,32.8,113.0,46.9,41.6,136.0,16.0,11.8,4.0,0.25,13.6,2018/2019
Napoli,SerieA,Pepe Reina,es ESP,GK,34,1982,37.0,37.0,3330.0,29.0,0.78,98.0,70.0,0.7240000000000001,28.0,6.0,3.0,18.0,48.6,2.0,2.0,0.0,0.0,37.0,2.0,4.0,0.0,26.2,0.25,-2.8,-0.07,173.0,361.0,47.9,885.0,150.0,30.5,33.3,191.0,47.6,41.7,223.0,10.0,4.5,31.0,0.84,16.7,2017/2018
Napoli,SerieA,Luigi Sepe,it ITA,GK,26,1991,1.0,1.0,90.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.28,0.3,0.28,3.0,4.0,75.0,14.0,2.0,14.3,27.7,5.0,40.0,42.0,5.0,1.0,20.0,0.0,0.0,14.5,2017/2018
Benevento,SerieA,Lorenzo Montipò,it ITA,GK,24-315,1996,14.0,14.0,1260.0,23.0,1.64,56.0,35.0,0.625,5.0,3.0,6.0,5.0,35.7,2.0,2.0,0.0,0.0,14.0,0.0,3.0,0.0,22.0,0.36,-1.0,-0.07,120.0,261.0,46.0,403.0,74.0,49.6,39.0,104.0,58.7,43.1,119.0,5.0,4.2,5.0,0.36,14.2,2020/2021
Benevento,SerieA,Vid Belec,si SVN,GK,27,1990,13.0,13.0,1113.0,32.0,2.59,73.0,51.0,0.603,2.0,0.0,10.0,1.0,7.7,3.0,3.0,0.0,0.0,12.4,1.0,1.0,2.0,24.3,0.31,-0.7,-0.06,63.0,183.0,34.4,259.0,68.0,48.6,40.4,102.0,55.9,46.5,133.0,10.0,7.5,5.0,0.4,12.2,2017/2018
Benevento,SerieA,Alberto Brignoli,it ITA,GK,25,1991,13.0,11.0,1126.0,31.0,2.48,71.0,42.0,0.5920000000000001,1.0,2.0,10.0,2.0,18.2,4.0,2.0,0.0,2.0,12.5,0.0,6.0,0.0,29.1,0.4,-1.9,-0.16,92.0,266.0,34.6,374.0,61.0,51.3,43.2,103.0,71.8,56.1,144.0,25.0,17.4,16.0,1.28,17.0,2017/2018
Benevento,SerieA,Christian Puggioni,it ITA,GK,36,1981,14.0,14.0,1179.0,26.0,1.98,59.0,37.0,0.644,3.0,1.0,9.0,2.0,14.3,6.0,5.0,0.0,1.0,13.1,0.0,3.0,0.0,23.8,0.34,-2.2,-0.16,81.0,187.0,43.3,326.0,71.0,36.5,34.9,107.0,63.6,46.9,147.0,16.0,10.9,9.0,0.69,14.3,2017/2018
Inter,SerieA,Samir Handanović,si SVN,GK,36-170,1984,14.0,14.0,1260.0,17.0,1.21,46.0,30.0,0.652,10.0,3.0,1.0,3.0,21.4,2.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,15.7,0.3,-1.3,-0.09,46.0,99.0,46.5,342.0,55.0,24.0,29.1,64.0,26.6,31.2,96.0,3.0,3.1,6.0,0.43,11.1,2020/2021
Inter,SerieA,Samir Handanović,si SVN,GK,35,1984,35.0,35.0,3150.0,32.0,0.91,108.0,79.0,0.722,22.0,10.0,3.0,13.0,37.1,3.0,2.0,1.0,0.0,35.0,0.0,4.0,1.0,32.5,0.28,1.5,0.04,148.0,284.0,52.1,850.0,187.0,24.2,29.4,264.0,29.5,30.3,334.0,21.0,6.3,12.0,0.34,12.0,2019/2020
Inter,SerieA,Daniele Padelli,it ITA,GK,33,1985,4.0,4.0,270.0,4.0,1.33,6.0,3.0,0.5,2.0,0.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,3.1,0.38,-0.9,-0.29,10.0,24.0,41.7,67.0,14.0,26.9,32.0,24.0,25.0,30.7,36.0,1.0,2.8,0.0,0.0,9.3,2019/2020
Inter,SerieA,Samir Handanović,si SVN,GK,34,1984,38.0,38.0,3420.0,35.0,0.92,128.0,101.0,0.75,20.0,9.0,9.0,17.0,44.7,5.0,3.0,0.0,2.0,38.0,1.0,3.0,3.0,35.3,0.26,5.3,0.14,172.0,360.0,47.8,895.0,201.0,27.6,30.1,256.0,44.1,39.1,337.0,16.0,4.7,13.0,0.34,12.6,2018/2019
Inter,SerieA,Samir Handanović,si SVN,GK,33,1984,38.0,38.0,3420.0,30.0,0.79,119.0,94.0,0.765,20.0,12.0,6.0,17.0,44.7,2.0,2.0,0.0,0.0,38.0,1.0,2.0,4.0,33.2,0.26,7.2,0.19,167.0,321.0,52.0,781.0,234.0,24.7,28.5,268.0,47.8,39.1,369.0,21.0,5.7,10.0,0.26,12.9,2017/2018
Bologna,SerieA,Angelo da Costa Júnior,br BRA,GK,37-049,1983,3.0,3.0,270.0,5.0,1.67,13.0,8.0,0.6920000000000001,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,5.1,0.38,0.1,0.03,20.0,35.0,57.1,137.0,15.0,22.6,29.3,20.0,20.0,23.1,17.0,0.0,0.0,3.0,1.0,16.0,2020/2021
Bologna,SerieA,Federico Ravaglia,it ITA,GK,21-050,1999,1.0,1.0,90.0,5.0,5.0,7.0,3.0,0.28600000000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.3,0.48,-0.7,-0.66,1.0,2.0,50.0,25.0,1.0,4.0,19.0,6.0,16.7,18.7,6.0,0.0,0.0,2.0,2.0,23.5,2020/2021
Bologna,SerieA,Łukasz Skorupski,pl POL,GK,29-240,1991,10.0,10.0,900.0,17.0,1.7,45.0,30.0,0.644,4.0,0.0,6.0,1.0,10.0,1.0,1.0,0.0,0.0,10.0,0.0,3.0,1.0,13.1,0.27,-2.9,-0.29,46.0,117.0,39.3,276.0,48.0,34.1,33.3,71.0,32.4,28.3,78.0,13.0,16.7,5.0,0.5,14.3,2020/2021
Bologna,SerieA,Angelo da Costa Júnior,br BRA,GK,35,1983,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.46,-0.1,-0.08,2.0,4.0,50.0,24.0,4.0,16.7,28.1,4.0,0.0,17.5,3.0,0.0,0.0,1.0,1.0,18.8,2019/2020
Bologna,SerieA,Łukasz Skorupski,pl POL,GK,28,1991,37.0,37.0,3330.0,64.0,1.73,180.0,122.0,0.6779999999999999,12.0,10.0,15.0,2.0,5.4,8.0,6.0,1.0,1.0,37.0,2.0,6.0,1.0,57.6,0.3,-5.4,-0.15,197.0,445.0,44.3,855.0,216.0,37.7,35.3,292.0,42.1,34.8,320.0,46.0,14.4,15.0,0.41,12.9,2019/2020
Bologna,SerieA,Łukasz Skorupski,pl POL,GK,27,1991,38.0,38.0,3420.0,56.0,1.47,173.0,121.0,0.6990000000000001,11.0,11.0,16.0,10.0,26.3,4.0,4.0,0.0,0.0,38.0,1.0,5.0,1.0,50.4,0.28,-4.6,-0.12,265.0,607.0,43.7,783.0,221.0,48.5,40.8,343.0,66.2,51.3,406.0,41.0,10.1,9.0,0.24,12.3,2018/2019
Bologna,SerieA,Angelo da Costa Júnior,br BRA,GK,33,1983,4.0,4.0,360.0,5.0,1.25,16.0,12.0,0.75,1.0,0.0,3.0,1.0,25.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.7,0.24,-0.3,-0.08,30.0,78.0,38.5,121.0,25.0,38.8,36.8,40.0,77.5,56.6,37.0,3.0,8.1,5.0,1.25,15.9,2017/2018
Bologna,SerieA,Antonio Mirante,it ITA,GK,34,1983,33.0,33.0,2970.0,46.0,1.39,143.0,100.0,0.6920000000000001,10.0,5.0,18.0,7.0,21.2,3.0,2.0,0.0,1.0,33.0,1.0,5.0,3.0,41.4,0.28,-1.6,-0.05,372.0,715.0,52.0,922.0,139.0,53.5,42.7,289.0,76.8,54.0,403.0,28.0,6.9,31.0,0.94,15.1,2017/2018
Bologna,SerieA,Antonio Santurro,it ITA,GK,25,1992,1.0,1.0,90.0,1.0,1.0,5.0,4.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.42,1.1,1.08,10.0,33.0,30.3,29.0,3.0,69.0,54.2,13.0,100.0,62.0,14.0,0.0,0.0,1.0,1.0,10.9,2017/2018
Crotone,SerieA,Alex Cordaz,it ITA,GK,37-365,1983,14.0,14.0,1260.0,29.0,2.07,74.0,46.0,0.635,2.0,3.0,9.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,3.0,0.0,25.5,0.33,-3.5,-0.25,70.0,180.0,38.9,455.0,59.0,34.5,31.5,106.0,21.7,25.4,100.0,4.0,4.0,14.0,1.0,16.2,2020/2021
Crotone,SerieA,Alex Cordaz,it ITA,GK,34,1983,38.0,38.0,3420.0,66.0,1.74,199.0,138.0,0.698,9.0,8.0,21.0,5.0,13.2,8.0,6.0,1.0,1.0,38.0,3.0,11.0,0.0,64.4,0.3,-1.6,-0.04,304.0,884.0,34.4,781.0,95.0,72.3,51.6,338.0,94.4,62.3,428.0,21.0,4.9,26.0,0.68,14.4,2017/2018
Milan,SerieA,Gianluigi Donnarumma,it ITA,GK,21-310,1999,13.0,13.0,1170.0,13.0,1.0,43.0,32.0,0.721,10.0,3.0,0.0,4.0,30.8,2.0,1.0,1.0,0.0,13.0,1.0,2.0,1.0,15.1,0.32,3.1,0.24,56.0,160.0,35.0,337.0,41.0,38.3,34.7,63.0,49.2,37.8,109.0,10.0,9.2,7.0,0.54,15.1,2020/2021
Milan,SerieA,Ciprian Tătărușanu,ro ROU,GK,34-326,1986,1.0,1.0,90.0,3.0,3.0,6.0,4.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.9,0.35,-0.1,-0.05,2.0,5.0,40.0,23.0,7.0,13.0,21.8,4.0,50.0,30.8,3.0,1.0,33.3,0.0,0.0,8.1,2020/2021
Milan,SerieA,Asmir Begović,ba BIH,GK,32,1987,2.0,1.0,129.0,3.0,2.09,6.0,4.0,0.667,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4,0.0,0.0,0.0,3.1,0.39,0.1,0.06,4.0,11.0,36.4,24.0,5.0,33.3,32.8,12.0,25.0,32.3,8.0,0.0,0.0,0.0,0.0,15.5,2019/2020
Milan,SerieA,Gianluigi Donnarumma,it ITA,GK,20,1999,36.0,36.0,3201.0,42.0,1.18,134.0,97.0,0.716,18.0,9.0,9.0,12.0,33.3,8.0,4.0,4.0,0.0,35.6,0.0,7.0,1.0,45.5,0.29,4.5,0.13,222.0,469.0,47.3,882.0,172.0,38.4,34.4,260.0,50.0,39.1,305.0,29.0,9.5,20.0,0.56,14.7,2019/2020
Milan,SerieA,Pepe Reina,es ESP,GK,36,1982,2.0,2.0,90.0,1.0,1.0,5.0,4.0,0.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.6,0.18,0.6,0.55,11.0,21.0,52.4,30.0,6.0,53.3,39.7,7.0,71.4,50.7,11.0,2.0,18.2,2.0,2.0,19.6,2019/2020
Milan,SerieA,Gianluigi Donnarumma,it ITA,GK,19,1999,36.0,36.0,3092.0,32.0,0.93,121.0,94.0,0.76,18.0,11.0,7.0,11.0,30.6,4.0,3.0,1.0,0.0,34.4,1.0,5.0,1.0,34.9,0.27,4.9,0.14,196.0,373.0,52.5,869.0,194.0,27.5,30.1,292.0,45.9,39.5,364.0,31.0,8.5,14.0,0.41,13.8,2018/2019
Milan,SerieA,Pepe Reina,es ESP,GK,35,1982,4.0,2.0,328.0,5.0,1.37,12.0,8.0,0.667,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,3.6,0.0,0.0,0.0,4.5,0.31,-0.5,-0.14,23.0,51.0,45.1,91.0,19.0,40.7,36.6,24.0,58.3,47.0,36.0,4.0,11.1,2.0,0.55,14.2,2018/2019
Milan,SerieA,Gianluigi Donnarumma,it ITA,GK,18,1999,38.0,38.0,3420.0,42.0,1.11,131.0,92.0,0.695,18.0,10.0,10.0,12.0,31.6,3.0,2.0,0.0,1.0,38.0,0.0,4.0,1.0,40.2,0.3,-0.8,-0.02,192.0,402.0,47.8,892.0,136.0,33.0,31.5,194.0,55.7,42.2,305.0,23.0,7.5,14.0,0.37,14.4,2017/2018
Juventus,SerieA,Gianluigi Buffon,it ITA,GK,42-338,1978,4.0,4.0,360.0,2.0,0.5,9.0,8.0,0.889,3.0,1.0,0.0,2.0,50.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.4,0.18,0.4,0.11,9.0,22.0,40.9,103.0,19.0,19.4,27.2,33.0,6.1,18.4,33.0,0.0,0.0,5.0,1.25,14.6,2020/2021
Juventus,SerieA,Wojciech Szczęsny,pl POL,GK,30-257,1990,9.0,9.0,810.0,11.0,1.22,28.0,19.0,0.643,3.0,5.0,1.0,1.0,11.1,1.0,1.0,0.0,0.0,9.0,0.0,2.0,1.0,9.0,0.29,-1.0,-0.11,29.0,45.0,64.4,239.0,37.0,15.5,27.6,51.0,15.7,23.2,67.0,2.0,3.0,9.0,1.0,15.5,2020/2021
Juventus,SerieA,Gianluigi Buffon,it ITA,GK,41,1978,9.0,9.0,810.0,10.0,1.11,32.0,23.0,0.7190000000000001,7.0,1.0,1.0,1.0,11.1,2.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,7.6,0.21,-2.4,-0.26,22.0,38.0,57.9,157.0,40.0,17.8,27.4,55.0,18.2,22.9,76.0,1.0,1.3,7.0,0.78,16.4,2019/2020
Juventus,SerieA,Carlo Pinsoglio,it ITA,GK,29,1990,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,21.0,2.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/2020
Juventus,SerieA,Wojciech Szczęsny,pl POL,GK,29,1990,29.0,29.0,2591.0,33.0,1.15,120.0,95.0,0.792,19.0,4.0,6.0,11.0,37.9,10.0,8.0,1.0,1.0,28.8,1.0,4.0,0.0,34.6,0.22,1.6,0.06,108.0,200.0,54.0,565.0,156.0,28.5,32.5,196.0,19.9,26.8,219.0,11.0,5.0,22.0,0.76,15.0,2019/2020
Juventus,SerieA,Mattia Perin,it ITA,GK,25,1992,9.0,9.0,810.0,8.0,0.89,26.0,19.0,0.731,6.0,1.0,2.0,5.0,55.6,1.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,7.1,0.24,-0.9,-0.1,40.0,88.0,45.5,157.0,41.0,35.0,34.6,68.0,48.5,43.4,81.0,3.0,3.7,2.0,0.22,11.5,2018/2019
Juventus,SerieA,Carlo Pinsoglio,it ITA,GK,28,1990,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.33299999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.6,0.54,-0.4,-0.39,7.0,14.0,50.0,22.0,4.0,36.4,34.0,14.0,42.9,37.1,6.0,0.0,0.0,0.0,0.0,8.7,2018/2019
Juventus,SerieA,Wojciech Szczęsny,pl POL,GK,28,1990,28.0,28.0,2520.0,20.0,0.71,78.0,59.0,0.7559999999999999,22.0,5.0,1.0,11.0,39.3,3.0,1.0,1.0,1.0,28.0,0.0,3.0,1.0,23.9,0.28,4.9,0.18,154.0,290.0,53.1,534.0,120.0,37.1,36.1,197.0,46.7,42.5,218.0,21.0,9.6,21.0,0.75,15.3,2018/2019
Juventus,SerieA,Gianluigi Buffon,it ITA,GK,39,1978,21.0,21.0,1862.0,14.0,0.68,58.0,48.0,0.81,17.0,2.0,2.0,11.0,52.4,4.0,3.0,1.0,0.0,20.7,0.0,2.0,2.0,15.8,0.22,3.8,0.18,87.0,187.0,46.5,431.0,71.0,32.5,34.2,101.0,46.5,40.2,167.0,12.0,7.2,14.0,0.68,14.5,2017/2018
