player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,Season,League
Berat Djimsiti,al ALB,DF,Atalanta,25,1993,24.0,20.0,1807.0,1.0,2.0,0.0,0.0,3.0,0.0,0.05,0.1,0.15,0.05,0.15,0.9,0.9,1.2,0.05,0.06,0.11,0.05,0.11,20.1,9.0,3.0,0.0,33.3,0.45,0.15,0.11,0.33,0.1,0.1,0.1,930.0,1034.0,89.9,19649.0,5010.0,266.0,294.0,90.5,509.0,535.0,95.1,150.0,193.0,77.7,0.8,4.0,19.0,2.0,1.0,25.0,1001.0,33.0,25.0,0.0,153.0,33.0,1.0,0.0,0.0,0.0,0.0,814.0,105.0,115.0,207.0,745.0,49.0,7.0,5.0,2.0,21.0,4.0,9.0,9.0,0.45,8.0,0.0,1.0,0.0,0.0,4.0,0.2,3.0,0.0,1.0,0.0,0.0,0.0,42.0,22.0,23.0,18.0,1.0,15.0,28.0,53.6,13.0,253.0,88.0,34.8,141.0,104.0,8.0,30.0,10.0,0.0,20.0,26.0,99.0,2.0,1255.0,188.0,705.0,568.0,50.0,17.0,1223.0,6.0,7.0,85.7,6.0,0.0,783.0,4868.0,1736.0,811.0,790.0,97.4,9.0,3.0,0.0,23.0,21.0,0.0,0.0,0.0,1.0,217.0,47.0,33.0,58.8,2018/2019,SerieA
Johan Djourou,ch SUI,DF,SPAL,31,1987,5.0,3.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.0,0.06,0.06,0.06,3.1,1.0,1.0,0.0,100.0,0.32,0.32,0.0,0.0,0.17,-0.2,-0.2,105.0,122.0,86.1,2212.0,664.0,38.0,43.0,88.4,47.0,53.0,88.7,19.0,23.0,82.6,0.0,0.0,1.0,1.0,0.0,3.0,116.0,6.0,4.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,91.0,13.0,18.0,8.0,95.0,9.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,5.0,40.0,3.0,24.0,4.0,16.7,20.0,4.0,0.0,5.0,2.0,0.0,3.0,5.0,14.0,0.0,149.0,25.0,102.0,48.0,4.0,2.0,144.0,1.0,1.0,100.0,1.0,0.0,85.0,316.0,143.0,87.0,85.0,97.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,28.0,7.0,2.0,77.8,2018/2019,SerieA
Gianluigi Donnarumma,it ITA,GK,Milan,19,1999,36.0,36.0,3090.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.0,1161.0,82.5,26613.0,16507.0,161.0,163.0,98.8,483.0,492.0,98.2,312.0,504.0,61.9,0.0,2.0,4.0,0.0,0.0,0.0,802.0,359.0,66.0,0.0,90.0,20.0,0.0,0.0,0.0,0.0,0.0,719.0,57.0,385.0,91.0,846.0,0.0,1.0,195.0,0.0,24.0,6.0,1.0,4.0,0.12,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1254.0,1155.0,1252.0,4.0,0.0,0.0,898.0,1.0,1.0,100.0,1.0,0.0,647.0,2836.0,1563.0,536.0,536.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,2018/2019,SerieA
Godfred Donsah,gh GHA,MF,Bologna,22,1996,6.0,1.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.07,0.01,0.08,0.07,0.08,1.7,2.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.06,-0.1,-0.1,50.0,57.0,87.7,849.0,257.0,21.0,25.0,84.0,20.0,22.0,90.9,5.0,6.0,83.3,0.0,1.0,10.0,0.0,0.0,7.0,57.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,1.0,10.0,45.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,3.0,4.0,75.0,1.0,51.0,10.0,19.6,19.0,24.0,8.0,3.0,1.0,0.0,2.0,0.0,8.0,0.0,77.0,8.0,19.0,50.0,14.0,1.0,77.0,6.0,7.0,85.7,6.0,0.0,59.0,408.0,256.0,57.0,49.0,86.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,2.0,4.0,33.3,2018/2019,SerieA
Riccardo Doratiotto,it ITA,FW,Cagliari,19,1999,1.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,82.0,28.0,5.0,5.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,16.7,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,9.0,5.0,2.0,15.0,1.0,1.0,100.0,1.0,0.0,11.0,76.0,44.0,29.0,7.0,24.1,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,16.7,2018/2019,SerieA
Bartłomiej Drągowski,pl POL,GK,Empoli,20,1997,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.02,0.02,0.0,0.02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,481.0,66.3,9883.0,5979.0,39.0,40.0,97.5,149.0,154.0,96.8,130.0,286.0,45.5,-0.3,1.0,3.0,0.0,0.0,0.0,294.0,187.0,35.0,0.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,218.0,35.0,228.0,24.0,339.0,0.0,0.0,95.0,1.0,25.0,2.0,0.0,2.0,0.14,1.0,0.0,0.0,0.0,0.0,2.0,0.14,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,539.0,500.0,538.0,2.0,0.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,208.0,1201.0,754.0,157.0,156.0,99.4,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,86.0,0.0,0.0,0.0,2018/2019,SerieA
Bartłomiej Drągowski,pl POL,GK,Fiorentina,20,1997,3.0,2.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,106.0,67.9,2307.0,1239.0,4.0,4.0,100.0,39.0,39.0,100.0,28.0,62.0,45.2,0.0,0.0,1.0,0.0,0.0,0.0,72.0,34.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,52.0,6.0,48.0,13.0,79.0,0.0,0.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,105.0,112.0,1.0,0.0,0.0,80.0,0.0,1.0,0.0,0.0,0.0,64.0,258.0,107.0,54.0,54.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2018/2019,SerieA
Alfred Duncan,gh GHA,MF,Sassuolo,25,1993,26.0,21.0,1848.0,4.0,4.0,0.0,0.0,7.0,1.0,0.19,0.19,0.39,0.19,0.39,1.1,1.1,3.1,0.05,0.15,0.2,0.05,0.2,20.5,25.0,10.0,0.0,40.0,1.22,0.49,0.16,0.4,0.04,2.9,2.9,690.0,863.0,80.0,12521.0,3147.0,319.0,366.0,87.2,283.0,341.0,83.0,83.0,135.0,61.5,0.9,33.0,68.0,29.0,5.0,92.0,842.0,21.0,10.0,5.0,120.0,27.0,22.0,1.0,0.0,0.0,0.0,612.0,126.0,125.0,729.0,82.0,31.0,10.0,3.0,3.0,21.0,15.0,16.0,60.0,2.92,52.0,1.0,4.0,1.0,1.0,9.0,0.44,6.0,0.0,1.0,1.0,0.0,1.0,31.0,19.0,15.0,13.0,3.0,9.0,38.0,23.7,29.0,358.0,81.0,22.6,107.0,185.0,66.0,20.0,8.0,0.0,12.0,14.0,23.0,0.0,1063.0,31.0,199.0,616.0,313.0,35.0,1044.0,29.0,48.0,60.4,33.0,5.0,801.0,4082.0,2290.0,934.0,792.0,84.8,23.0,29.0,0.0,38.0,23.0,3.0,0.0,0.0,0.0,136.0,9.0,24.0,27.3,2018/2019,SerieA
Riza Durmisi,dk DEN,"DF,MF",Lazio,24,1994,10.0,2.0,326.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.28,0.28,0.0,0.28,0.1,0.1,0.6,0.03,0.15,0.19,0.03,0.19,3.6,4.0,2.0,1.0,50.0,1.1,0.55,0.0,0.0,0.03,-0.1,-0.1,121.0,164.0,73.8,2003.0,635.0,61.0,69.0,88.4,50.0,65.0,76.9,7.0,25.0,28.0,0.4,10.0,6.0,4.0,1.0,15.0,137.0,27.0,6.0,0.0,31.0,7.0,11.0,1.0,0.0,0.0,0.0,100.0,24.0,40.0,114.0,23.0,7.0,20.0,0.0,1.0,4.0,1.0,2.0,16.0,4.42,14.0,0.0,0.0,0.0,0.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,2.0,3.0,5.0,60.0,2.0,61.0,18.0,29.5,22.0,24.0,15.0,4.0,0.0,0.0,4.0,2.0,8.0,0.0,193.0,10.0,47.0,70.0,93.0,14.0,165.0,4.0,7.0,57.1,5.0,0.0,132.0,830.0,539.0,140.0,120.0,85.7,1.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,40.0,2018/2019,SerieA
Paulo Dybala,ar ARG,"FW,MF",Juventus,24,1993,30.0,24.0,2137.0,5.0,4.0,1.0,1.0,2.0,0.0,0.21,0.17,0.38,0.17,0.34,5.4,4.6,3.3,0.23,0.14,0.37,0.19,0.33,23.7,64.0,20.0,4.0,31.3,2.7,0.84,0.06,0.2,0.07,-0.4,-0.6,1079.0,1282.0,84.2,21645.0,4157.0,462.0,511.0,90.4,401.0,448.0,89.5,200.0,275.0,72.7,0.7,49.0,100.0,35.0,4.0,103.0,1143.0,139.0,26.0,3.0,198.0,96.0,42.0,57.0,0.0,2.0,0.0,885.0,180.0,217.0,1093.0,140.0,16.0,20.0,8.0,8.0,5.0,22.0,35.0,104.0,4.38,60.0,19.0,14.0,3.0,6.0,11.0,0.46,7.0,0.0,1.0,1.0,2.0,0.0,16.0,12.0,5.0,6.0,5.0,2.0,22.0,9.1,20.0,433.0,89.0,20.6,50.0,210.0,173.0,30.0,2.0,0.0,28.0,15.0,0.0,0.0,1612.0,6.0,149.0,846.0,742.0,87.0,1479.0,54.0,106.0,50.9,60.0,4.0,1320.0,7833.0,3678.0,1518.0,1251.0,82.4,58.0,37.0,0.0,18.0,66.0,5.0,2.0,0.0,0.0,146.0,5.0,11.0,31.3,2018/2019,SerieA
Edin Džeko,ba BIH,FW,Roma,32,1986,33.0,28.0,2579.0,9.0,6.0,0.0,0.0,9.0,0.0,0.31,0.21,0.52,0.31,0.52,14.8,14.8,4.0,0.52,0.14,0.66,0.52,0.66,28.7,134.0,50.0,0.0,37.3,4.68,1.74,0.07,0.18,0.11,-5.8,-5.8,513.0,737.0,69.6,9454.0,1941.0,246.0,326.0,75.5,181.0,267.0,67.8,75.0,105.0,71.4,2.0,40.0,66.0,30.0,3.0,71.0,674.0,63.0,0.0,5.0,204.0,31.0,28.0,0.0,0.0,0.0,0.0,445.0,163.0,129.0,128.0,476.0,44.0,2.0,17.0,4.0,15.0,19.0,33.0,107.0,3.73,71.0,0.0,16.0,9.0,10.0,17.0,0.59,13.0,0.0,3.0,0.0,1.0,0.0,14.0,9.0,1.0,9.0,4.0,5.0,21.0,23.8,16.0,346.0,75.0,21.7,22.0,150.0,174.0,15.0,4.0,0.0,11.0,3.0,32.0,0.0,1136.0,35.0,72.0,512.0,622.0,222.0,1073.0,51.0,83.0,61.4,53.0,1.0,796.0,5383.0,2328.0,1461.0,876.0,60.0,66.0,56.0,0.0,31.0,36.0,13.0,1.0,0.0,0.0,111.0,107.0,67.0,61.5,2018/2019,SerieA
Blerim Džemaili,ch SUI,MF,Bologna,32,1986,28.0,20.0,1750.0,1.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.1,0.05,0.1,1.9,1.9,1.6,0.1,0.08,0.18,0.1,0.18,19.4,42.0,7.0,3.0,16.7,2.16,0.36,0.02,0.14,0.05,-0.9,-0.9,549.0,710.0,77.3,9880.0,2738.0,264.0,309.0,85.4,207.0,250.0,82.8,68.0,113.0,60.2,-0.6,20.0,54.0,17.0,0.0,78.0,673.0,37.0,24.0,4.0,159.0,25.0,5.0,3.0,0.0,0.0,0.0,537.0,68.0,105.0,130.0,532.0,29.0,7.0,1.0,3.0,13.0,10.0,37.0,58.0,2.98,43.0,2.0,2.0,3.0,8.0,8.0,0.41,6.0,1.0,0.0,0.0,1.0,0.0,41.0,25.0,22.0,17.0,2.0,23.0,68.0,33.8,45.0,399.0,89.0,22.3,122.0,213.0,64.0,25.0,2.0,0.0,23.0,19.0,9.0,0.0,939.0,14.0,186.0,527.0,331.0,33.0,905.0,23.0,36.0,63.9,23.0,0.0,674.0,4627.0,2937.0,680.0,599.0,88.1,20.0,27.0,0.0,25.0,55.0,0.0,0.0,0.0,0.0,192.0,14.0,12.0,53.8,2018/2019,SerieA
Simone Edera,it ITA,FW,Bologna,21,1997,4.0,3.0,196.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.25,0.09,0.34,0.25,0.34,2.2,8.0,4.0,0.0,50.0,3.67,1.84,0.0,0.0,0.07,-0.5,-0.5,58.0,81.0,71.6,862.0,150.0,32.0,38.0,84.2,20.0,29.0,69.0,3.0,8.0,37.5,-0.2,2.0,2.0,1.0,0.0,3.0,72.0,9.0,1.0,0.0,12.0,3.0,3.0,7.0,0.0,0.0,1.0,52.0,13.0,16.0,68.0,8.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,2.3,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,1.0,4.0,25.0,3.0,63.0,20.0,31.7,15.0,36.0,12.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,119.0,0.0,21.0,45.0,60.0,12.0,110.0,6.0,16.0,37.5,6.0,1.0,90.0,611.0,435.0,123.0,81.0,65.9,3.0,5.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,16.0,1.0,4.0,20.0,2018/2019,SerieA
Simone Edera,it ITA,"FW,MF",Torino,21,1997,3.0,1.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.17,0.23,0.06,0.23,0.9,1.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.05,0.0,0.0,29.0,34.0,85.3,408.0,86.0,17.0,18.0,94.4,8.0,12.0,66.7,2.0,2.0,100.0,-0.1,2.0,0.0,0.0,0.0,0.0,29.0,5.0,4.0,0.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,8.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.51,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,27.0,9.0,33.3,2.0,17.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,48.0,1.0,8.0,18.0,26.0,2.0,44.0,1.0,4.0,25.0,1.0,0.0,36.0,203.0,149.0,41.0,35.0,85.4,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2018/2019,SerieA
Albin Ekdal,se SWE,MF,Sampdoria,29,1989,32.0,30.0,2646.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.02,0.03,0.06,0.02,0.06,29.4,15.0,1.0,0.0,6.7,0.51,0.03,0.0,0.0,0.05,-0.7,-0.7,1457.0,1673.0,87.1,24034.0,6120.0,711.0,778.0,91.4,611.0,690.0,88.6,113.0,158.0,71.5,-1.0,18.0,135.0,7.0,1.0,126.0,1606.0,67.0,66.0,0.0,239.0,24.0,4.0,0.0,0.0,0.0,0.0,1307.0,197.0,169.0,254.0,1300.0,74.0,1.0,10.0,2.0,18.0,29.0,26.0,46.0,1.56,35.0,2.0,2.0,2.0,2.0,2.0,0.07,0.0,0.0,0.0,1.0,1.0,0.0,56.0,35.0,16.0,29.0,11.0,23.0,67.0,34.3,44.0,429.0,127.0,29.6,124.0,249.0,56.0,47.0,14.0,0.0,33.0,26.0,64.0,1.0,1981.0,115.0,494.0,1319.0,301.0,14.0,1929.0,37.0,44.0,84.1,37.0,0.0,1397.0,7103.0,3665.0,1451.0,1358.0,93.6,19.0,35.0,0.0,47.0,68.0,3.0,0.0,0.0,0.0,351.0,38.0,27.0,58.5,2018/2019,SerieA
Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,26,1992,8.0,4.0,358.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.0,0.25,0.1,0.1,0.8,0.03,0.21,0.24,0.03,0.24,4.0,4.0,2.0,1.0,50.0,1.01,0.5,0.0,0.0,0.03,-0.1,-0.1,134.0,177.0,75.7,2399.0,665.0,69.0,84.0,82.1,43.0,55.0,78.2,19.0,32.0,59.4,0.2,11.0,6.0,7.0,1.0,16.0,166.0,11.0,2.0,0.0,26.0,11.0,7.0,8.0,0.0,0.0,0.0,130.0,19.0,28.0,34.0,136.0,3.0,1.0,0.0,2.0,4.0,6.0,6.0,15.0,3.77,12.0,3.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,3.0,2.0,2.0,3.0,66.7,1.0,68.0,23.0,33.8,17.0,32.0,19.0,6.0,1.0,0.0,5.0,8.0,0.0,0.0,224.0,3.0,46.0,108.0,87.0,9.0,213.0,5.0,9.0,55.6,5.0,0.0,185.0,972.0,475.0,193.0,161.0,83.4,9.0,8.0,0.0,10.0,7.0,2.0,0.0,0.0,0.0,25.0,3.0,4.0,42.9,2018/2019,SerieA
Diego Falcinelli,it ITA,FW,Bologna,27,1991,16.0,8.0,703.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,2.2,2.2,0.9,0.28,0.11,0.4,0.28,0.4,7.8,17.0,4.0,0.0,23.5,2.18,0.51,0.0,0.0,0.13,-2.2,-2.2,115.0,151.0,76.2,1716.0,330.0,65.0,76.0,85.5,39.0,49.0,79.6,8.0,16.0,50.0,0.1,6.0,7.0,2.0,1.0,8.0,142.0,9.0,1.0,0.0,21.0,2.0,8.0,0.0,0.0,0.0,0.0,97.0,33.0,21.0,71.0,59.0,8.0,0.0,6.0,0.0,1.0,0.0,6.0,14.0,1.79,11.0,0.0,0.0,1.0,1.0,2.0,0.26,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,1.0,6.0,2.0,6.0,33.3,4.0,170.0,31.0,18.2,15.0,90.0,65.0,8.0,1.0,0.0,7.0,0.0,2.0,0.0,257.0,3.0,27.0,124.0,123.0,30.0,249.0,12.0,22.0,54.5,12.0,1.0,193.0,1226.0,588.0,349.0,189.0,54.2,18.0,25.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,35.0,10.0,21.0,32.3,2018/2019,SerieA
Iago Falque,es ESP,"FW,MF",Torino,28,1990,26.0,19.0,1612.0,6.0,4.0,0.0,0.0,1.0,0.0,0.33,0.22,0.56,0.33,0.56,5.9,5.9,4.1,0.33,0.23,0.55,0.33,0.55,17.9,58.0,22.0,4.0,37.9,3.24,1.23,0.1,0.27,0.1,0.1,0.1,709.0,917.0,77.3,12821.0,3038.0,313.0,357.0,87.7,273.0,341.0,80.1,96.0,164.0,58.5,-0.1,51.0,49.0,41.0,8.0,82.0,814.0,103.0,39.0,3.0,150.0,39.0,63.0,39.0,5.0,2.0,0.0,679.0,71.0,167.0,767.0,119.0,18.0,3.0,5.0,7.0,17.0,13.0,24.0,95.0,5.3,68.0,18.0,2.0,5.0,1.0,9.0,0.5,4.0,3.0,0.0,0.0,1.0,0.0,11.0,7.0,2.0,8.0,1.0,3.0,23.0,13.0,20.0,284.0,74.0,26.1,43.0,149.0,92.0,22.0,0.0,0.0,22.0,6.0,4.0,0.0,1150.0,2.0,70.0,552.0,613.0,108.0,1047.0,27.0,54.0,50.0,28.0,2.0,918.0,6358.0,3142.0,1162.0,876.0,75.4,38.0,37.0,0.0,15.0,19.0,7.0,1.0,0.0,0.0,102.0,7.0,24.0,22.6,2018/2019,SerieA
Paolo Faragò,it ITA,"MF,DF",Cagliari,25,1993,26.0,17.0,1703.0,1.0,1.0,0.0,0.0,8.0,1.0,0.05,0.05,0.11,0.05,0.11,2.1,2.1,2.4,0.11,0.12,0.23,0.11,0.23,18.9,19.0,12.0,0.0,63.2,1.0,0.63,0.05,0.08,0.11,-1.1,-1.1,626.0,864.0,72.5,10769.0,3703.0,302.0,361.0,83.7,254.0,335.0,75.8,61.0,131.0,46.6,-1.4,21.0,37.0,17.0,7.0,72.0,781.0,83.0,11.0,1.0,155.0,27.0,50.0,0.0,0.0,0.0,0.0,462.0,187.0,215.0,177.0,503.0,71.0,72.0,6.0,3.0,28.0,15.0,26.0,42.0,2.22,34.0,1.0,2.0,1.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,23.0,23.0,7.0,17.0,52.0,32.7,35.0,465.0,130.0,28.0,141.0,222.0,102.0,38.0,2.0,0.0,36.0,10.0,39.0,1.0,1098.0,56.0,244.0,527.0,379.0,58.0,1016.0,16.0,26.0,61.5,16.0,1.0,621.0,3368.0,1633.0,812.0,645.0,79.4,30.0,19.0,1.0,35.0,22.0,1.0,0.0,0.0,0.0,216.0,42.0,26.0,61.8,2018/2019,SerieA
Mohamed Fares,dz ALG,"DF,MF",SPAL,22,1996,35.0,32.0,2949.0,3.0,0.0,0.0,0.0,12.0,0.0,0.09,0.0,0.09,0.09,0.09,2.7,2.7,2.5,0.08,0.08,0.16,0.08,0.16,32.8,54.0,16.0,0.0,29.6,1.65,0.49,0.06,0.19,0.05,0.3,0.3,1132.0,1504.0,75.3,19141.0,6724.0,588.0,660.0,89.1,409.0,537.0,76.2,116.0,248.0,46.8,-2.5,39.0,47.0,37.0,26.0,104.0,1263.0,241.0,17.0,1.0,258.0,48.0,125.0,20.0,1.0,1.0,0.0,861.0,320.0,323.0,1078.0,142.0,55.0,204.0,7.0,2.0,29.0,22.0,64.0,65.0,1.98,50.0,4.0,2.0,3.0,4.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,66.0,41.0,39.0,20.0,7.0,24.0,62.0,38.7,38.0,511.0,127.0,24.9,238.0,216.0,57.0,86.0,5.0,0.0,81.0,28.0,77.0,1.0,1946.0,99.0,605.0,834.0,671.0,56.0,1711.0,43.0,68.0,63.2,44.0,2.0,1235.0,9633.0,6172.0,1289.0,1158.0,89.8,42.0,47.0,0.0,52.0,41.0,0.0,0.0,1.0,0.0,265.0,34.0,35.0,49.3,2018/2019,SerieA
